Origin,Dest,Price/Ticket,Miles
TPA,SLC,296.24,1888
TPA,MSP,237.94,1306
TPA,SAT,226.9,972
TPA,CLE,111.3,927
TPA,DEN,229.26,1506
TPA,SEA,312.91,2520
TPA,RDU,173.52,587
TPA,SMF,254.93,2357
TPA,DTW,220.9,983
TPA,PIT,172.04,873
TPA,PVD,182.4,1136
TPA,ATL,184.98,406
TPA,BNA,185.35,612
TPA,DCA,192.45,814
TPA,STL,196.46,869
TPA,ABQ,261.39,1498
TPA,BOI,290.43,2155
TPA,JFK,215.63,1005
TPA,BWI,186.94,842
TPA,EWR,240.71,997
TPA,CMH,172.8,829
TPA,OMA,182.17,1190
TPA,PDX,272.23,2497
TPA,COS,107.82,1477
TPA,DSM,244.75,1127
TPA,GEG,158.17,2315
TPA,IND,186.8,837
TPA,MKE,198.31,1075
TPA,FAT,347.13,2242
TPA,HNL,447.83,4691
TPA,IAH,204.01,787
TPA,SJC,299.89,2367
TPA,SNA,268.11,2127
TPA,RNO,259.81,2267
TPA,OAK,275.91,2385
TPA,ONT,264.99,2112
TPA,RIC,176.95,723
TPA,SDF,208.82,727
TPA,PWM,156.41,1277
TPA,BDL,172.52,1111
TPA,TUL,171.61,965
TPA,ORF,98.91,717
TPA,TUS,174.34,1721
TPA,IAD,225.95,811
TPA,CVG,194.74,773
TPA,GSP,100.74,477
TPA,STX,326,1331
TPA,SYR,116.9,1104
TPA,BUF,182.86,1053
TPA,ICT,129.71,1091
TPA,LBB,261.96,1210
TPA,ALB,214.09,1130
TPA,CHS,241.75,370
TPA,GSO,65.93,580
TPA,OKC,159.94,1023
TPA,HOU,195.91,781
TPA,FNT,222.59,1036
TPA,LIT,200.29,737
TPA,BHM,182.8,459
TPA,DAL,191.04,917
TPA,MDW,205.53,997
TPA,GRR,178.56,1041
TPA,MSN,221.92,1113
TPA,ROC,212.44,1079
TPA,CAK,99.24,894
TPA,GRB,347.32,1180
TPA,ELP,206.86,1452
TPA,BUR,248.61,2155
TPA,HPN,248.2,1032
TPA,ATW,254.72,1171
TPA,HRL,256.63,939
TPA,AVL,74.51,514
TPA,ISP,167.26,1034
TPA,AMA,243.55,1233
TPA,MAF,297.12,1209
TPA,TTN,100.31,955
TPA,EUG,297.28,2502
TPA,ACY,99.26,913
TPA,LBE,88.12,866
DFW,PHL,288.02,1303
DFW,LAX,239.33,1235
DFW,SAN,272.1,1171
DFW,SFO,279.87,1464
DFW,AUS,257.49,190
DFW,BOS,260.05,1562
DFW,MIA,310.8,1121
DFW,ORD,249.07,802
DFW,LGA,251.8,1389
DFW,CLT,315.67,936
DFW,TPA,235.83,929
DFW,LAS,234.68,1055
DFW,MCI,216.56,460
DFW,MCO,239.83,985
DFW,FLL,234.96,1119
DFW,MSY,223.36,447
DFW,PBI,328.34,1102
DFW,PHX,260.94,868
DFW,RSW,315.34,1017
DFW,MEM,218.77,431
DFW,SJU,331.81,2165
DFW,SLC,257.81,989
DFW,MSP,204.84,852
DFW,SAT,244.97,247
DFW,CLE,291.4,1021
DFW,DEN,204.19,641
DFW,JAC,356.65,1047
DFW,SEA,249.92,1660
DFW,RDU,306.53,1061
DFW,SMF,334.58,1431
DFW,DTW,215.27,986
DFW,PIT,258.82,1067
DFW,ATL,219.12,731
DFW,BNA,269.68,631
DFW,DCA,305.53,1192
DFW,STL,249.54,550
DFW,ABQ,280.98,569
DFW,BOI,298.63,1272
DFW,JFK,227.55,1391
DFW,KOA,652.59,3724
DFW,BWI,230.02,1217
DFW,EWR,306.56,1372
DFW,JAX,310.83,918
DFW,CMH,290.3,926
DFW,OMA,250.24,583
DFW,PDX,269.04,1616
DFW,COS,229.04,592
DFW,DSM,274.16,624
DFW,GEG,285.05,1477
DFW,HDN,318.53,769
DFW,IND,297.38,761
DFW,MKE,250.27,853
DFW,MTJ,328.68,722
DFW,FAT,366.88,1313
DFW,HNL,588.96,3784
DFW,LIH,590.79,3847
DFW,IAH,229.63,224
DFW,SJC,309.28,1438
DFW,SNA,352.9,1205
DFW,OGG,622.65,3711
DFW,RNO,329.94,1345
DFW,OAK,199.44,1457
DFW,ONT,285.74,1188
DFW,PSP,371.93,1126
DFW,RIC,383.35,1158
DFW,SAV,312.3,925
DFW,PNS,293.03,604
DFW,SDF,352.36,733
DFW,BDL,377.77,1471
DFW,TUL,234.36,237
DFW,ORF,333.38,1212
DFW,VPS,275.13,641
DFW,TUS,327.86,813
DFW,SBA,339.34,1316
DFW,IAD,251.07,1172
DFW,CVG,211.2,812
DFW,GSP,315,862
DFW,STX,145.26,2259
DFW,BUF,236.99,1212
DFW,EGE,394.63,721
DFW,ICT,250.39,328
DFW,LBB,228.84,282
DFW,ANC,456.92,3043
DFW,BZN,345.61,1163
DFW,AGS,228.51,874
DFW,CHS,251.85,987
DFW,OKC,238.05,175
DFW,LIT,200.12,304
DFW,GRR,329.08,931
DFW,XNA,271.41,280
DFW,DAY,329.91,861
DFW,MSO,222.18,1320
DFW,FAR,470.61,968
DFW,MYR,171.37,1048
DFW,ELP,259.24,551
DFW,GUC,301.37,678
DFW,MFE,259.03,469
DFW,BQN,130.95,2101
DFW,CAE,297.96,922
DFW,AMA,187.25,312
DFW,MKG,104,920
LAS,PHL,268.82,2176
LAS,LAX,147.33,236
LAS,SAN,138.68,258
LAS,SFO,186.86,414
LAS,AUS,182.64,1090
LAS,BOS,276.5,2381
LAS,MIA,290.08,2174
LAS,ORD,249.07,1514
LAS,LGA,201.09,2242
LAS,CLT,396.17,1916
LAS,TPA,190.08,1984
LAS,DFW,239.63,1055
LAS,MCI,188.99,1139
LAS,MCO,185.59,2039
LAS,FLL,181.95,2173
LAS,MSY,181.8,1500
LAS,PBI,303.57,2158
LAS,PHX,158.95,255
LAS,RSW,178.34,2070
LAS,MEM,118.53,1416
LAS,MHT,253.69,2356
LAS,SJU,351.79,3220
LAS,SLC,160.61,368
LAS,MSP,222.25,1299
LAS,SAT,185.46,1069
LAS,CLE,160.21,1824
LAS,DEN,174.27,628
LAS,SEA,188,867
LAS,RDU,191.07,2026
LAS,SMF,182.43,397
LAS,DTW,257.67,1749
LAS,PIT,198.91,1910
LAS,PVD,246.43,2363
LAS,ATL,260.68,1747
LAS,BNA,220.54,1587
LAS,DCA,315.67,2089
LAS,STL,197.76,1371
LAS,ABQ,162.23,486
LAS,BOI,146.09,519
LAS,JFK,310.44,2248
LAS,BWI,210.69,2106
LAS,EWR,313.38,2227
LAS,JAX,160.09,1965
LAS,CMH,197.5,1771
LAS,OMA,170.12,1099
LAS,PDX,161.18,763
LAS,COS,90.74,604
LAS,DSM,166.85,1216
LAS,GEG,170.2,806
LAS,IND,185.17,1590
LAS,MKE,195.49,1524
LAS,FAT,94.57,259
LAS,HNL,418.64,2762
LAS,IAH,243.76,1222
LAS,SJC,159.44,386
LAS,SNA,169.19,226
LAS,RNO,147.27,345
LAS,OAK,142.53,407
LAS,ONT,153.66,197
LAS,RIC,271.69,2086
LAS,PNS,229,1658
LAS,SDF,181.29,1624
LAS,PWM,151.38,2410
LAS,BDL,257.72,2297
LAS,TUL,191.35,1076
LAS,ORF,164.53,2154
LAS,TUS,159.1,364
LAS,IAD,291.31,2065
LAS,CVG,158.18,1678
LAS,GSP,136.08,1850
LAS,STT,156.13,3280
LAS,STX,321.92,3313
LAS,BUF,274.38,1986
LAS,ICT,154.17,986
LAS,LBB,193.31,775
LAS,ANC,216.6,2304
LAS,BIL,107.39,754
LAS,BZN,96.61,701
LAS,ALB,267.91,2237
LAS,CHS,262.15,2005
LAS,OKC,199.05,986
LAS,HOU,204.78,1235
LAS,LIT,232.22,1294
LAS,BHM,258.58,1618
LAS,DAL,199.1,1067
LAS,MDW,218.12,1521
LAS,GRR,143.79,1642
LAS,MSN,153.97,1454
LAS,XNA,120.82,1163
LAS,ROC,257.72,2040
LAS,BIS,127.49,1048
LAS,CID,131.42,1319
LAS,MSO,93.89,750
LAS,FAR,135.45,1205
LAS,FSD,125.86,1104
LAS,ELP,165.18,583
LAS,MFE,153.85,1210
LAS,MFR,95.4,600
LAS,MRY,82.86,375
LAS,BUR,155.28,223
LAS,BLI,124.77,954
LAS,LGB,121.97,231
LAS,BQN,160.33,3155
LAS,SGF,118.83,1209
LAS,ATW,137.13,1510
LAS,TYS,134.48,1739
LAS,HRL,249.62,1236
LAS,ISP,190.76,2282
LAS,AMA,188.46,758
LAS,CRP,170,1182
LAS,MAF,253.11,795
LAS,TTN,138,2196
LAS,AZA,79.97,276
LAS,BLV,106.56,1400
LAS,EUG,92.95,700
LAS,GFK,123.12,1230
LAS,GRI,104.98,971
LAS,GTF,104.75,811
LAS,IDA,81.71,538
LAS,MLI,117.93,1376
LAS,MOT,134.16,1098
LAS,PIA,125.18,1413
LAS,PSC,107.76,732
LAS,RAP,106.2,843
LAS,RFD,118.61,1455
LAS,SBN,125.09,1594
LAS,SCK,98.33,359
LAS,CPR,81,661
LAS,FCA,96.74,845
LAS,GJT,78.38,420
LAS,LRD,128.52,1092
LAS,SHV,110.39,1243
LAS,SMX,86.65,310
LAS,STS,103.91,454
MCI,PHL,254.69,1038
MCI,LAX,198.13,1363
MCI,SAN,203.81,1334
MCI,SFO,240.56,1499
MCI,AUS,201.7,650
MCI,BOS,196.67,1256
MCI,MIA,263.9,1251
MCI,ORD,198.53,403
MCI,LGA,200.4,1107
MCI,CLT,300.95,808
MCI,TPA,198.05,1048
MCI,DFW,205.04,460
MCI,LAS,186.3,1139
MCI,MCO,185.75,1072
MCI,FLL,210.41,1242
MCI,MSY,194.53,689
MCI,PBI,141.16,1212
MCI,PHX,221.57,1044
MCI,RSW,198.65,1155
MCI,MEM,286,393
MCI,MHT,231.16,1236
MCI,SJU,278.86,2239
MCI,SLC,239.28,920
MCI,MSP,223.1,393
MCI,SAT,171.05,706
MCI,CLE,197.83,694
MCI,DEN,159.62,533
MCI,SEA,235.4,1489
MCI,RDU,165.83,904
MCI,SMF,249.49,1442
MCI,DTW,228.28,629
MCI,PIT,218.92,773
MCI,PVD,247.68,1234
MCI,ATL,196.78,692
MCI,BNA,202,491
MCI,DCA,231.69,949
MCI,STL,156.18,237
MCI,ABQ,245.78,718
MCI,BOI,251.02,1152
MCI,BWI,230.3,967
MCI,EWR,243.89,1092
MCI,JAX,228.89,955
MCI,CMH,201.44,632
MCI,PDX,233.19,1482
MCI,DSM,198.72,164
MCI,GEG,274.63,1277
MCI,IND,183.98,451
MCI,MKE,181.49,436
MCI,IAH,231.07,643
MCI,SJC,238.25,1479
MCI,SNA,312.3,1342
MCI,RNO,245.19,1337
MCI,OAK,240.06,1489
MCI,ONT,259.02,1318
MCI,RIC,211.37,951
MCI,PNS,195.9,743
MCI,SDF,196.6,491
MCI,PWM,341.67,1297
MCI,BDL,269.92,1169
MCI,TUL,246.8,223
MCI,ORF,210,1021
MCI,VPS,90.45,764
MCI,TUS,192.96,1036
MCI,ILM,193.99,993
MCI,IAD,171.3,926
MCI,CVG,172.54,539
MCI,GSP,174.63,753
MCI,STT,427.22,2291
MCI,STX,353.1,2330
MCI,SYR,283.56,1003
MCI,BUF,221.26,870
MCI,LBB,284,554
MCI,ALB,354.67,1115
MCI,CHS,231.8,930
MCI,OKC,210.29,313
MCI,HOU,215.62,666
MCI,FNT,164.03,625
MCI,LIT,182.37,344
MCI,BHM,186.07,594
MCI,DAL,172.53,460
MCI,MDW,178.79,405
MCI,GRR,357.51,539
MCI,ROC,192.87,925
MCI,MYR,71.66,959
MCI,ECP,202.87,797
MCI,ELP,205.71,834
MCI,BUR,227.97,1354
MCI,LGB,295,1353
MCI,HRL,280.49,917
MCI,ISP,234.96,1148
MCI,AMA,221.34,477
MCI,MAF,231.96,659
MCI,PGD,100.68,1125
MCI,PIE,102.83,1045
MCI,SFB,86.7,1058
MCI,AZA,98.86,1030
MCO,PHL,190.01,861
MCO,LAX,247.05,2218
MCO,SAN,216.7,2149
MCO,SFO,305.88,2446
MCO,AUS,182.75,994
MCO,BOS,227,1121
MCO,MIA,157.93,192
MCO,ORD,214.71,1005
MCO,LGA,206.98,950
MCO,CLT,265.09,468
MCO,DFW,240.22,985
MCO,LAS,180.99,2039
MCO,MCI,188.44,1072
MCO,FLL,109.27,177
MCO,MSY,154.78,551
MCO,PHX,248.63,1849
MCO,MEM,165.21,684
MCO,MHT,213.87,1142
MCO,SJU,191.19,1189
MCO,SLC,258.17,1931
MCO,MSP,214.99,1310
MCO,SAT,204,1041
MCO,CLE,159.91,895
MCO,DEN,234.4,1546
MCO,SEA,322.99,2554
MCO,RDU,165.75,534
MCO,SMF,240.4,2408
MCO,DTW,212.04,957
MCO,PIT,167.67,834
MCO,PVD,184.33,1072
MCO,ATL,175.09,404
MCO,BNA,173.35,616
MCO,DCA,176.36,759
MCO,STL,180.18,882
MCO,ABQ,210.15,1553
MCO,BOI,228.33,2194
MCO,JFK,212.06,944
MCO,BWI,165.71,787
MCO,EWR,211.94,937
MCO,CMH,158.83,802
MCO,OMA,166.38,1211
MCO,PDX,287.16,2534
MCO,COS,96.04,1520
MCO,DSM,161.98,1141
MCO,GEG,200.4,2346
MCO,IND,170.51,829
MCO,MKE,177.45,1066
MCO,IAH,227.37,854
MCO,SJC,247.9,2421
MCO,SNA,319.81,2187
MCO,RNO,241.03,2316
MCO,OAK,243.52,2438
MCO,ONT,133.67,2171
MCO,RIC,163.22,667
MCO,SAV,213,255
MCO,SDF,190.08,719
MCO,PWM,139.55,1214
MCO,BDL,182.05,1050
MCO,TUL,120.65,1005
MCO,ORF,165.56,655
MCO,TUS,206.03,1784
MCO,IAD,188.19,758
MCO,CVG,197.34,757
MCO,GSP,128.02,449
MCO,STT,104.99,1246
MCO,SYR,223.25,1053
MCO,BUF,173.99,1011
MCO,ICT,194.67,1129
MCO,LBB,256.71,1266
MCO,FAI,457.46,3776
MCO,ALB,195.28,1073
MCO,CHS,227,317
MCO,GSO,73.77,535
MCO,OKC,134.18,1069
MCO,HOU,204.25,849
MCO,LFT,79.65,656
MCO,FNT,204.85,1011
MCO,LIT,132.23,776
MCO,JAN,82.9,588
MCO,BHM,179.18,479
MCO,DAL,204.48,973
MCO,MDW,191.08,990
MCO,MDT,86.57,851
MCO,GRR,143.9,1024
MCO,MSN,112.13,1109
MCO,CHA,209.64,510
MCO,ROC,203.26,1033
MCO,CID,106.44,1097
MCO,CAK,88.03,861
MCO,MYR,75.28,388
MCO,ELP,218.2,1516
MCO,BUR,292.85,2215
MCO,BQN,181.43,1129
MCO,HPN,245.85,972
MCO,ORH,198.91,1091
MCO,SWF,214.59,989
MCO,PSE,191.39,1179
MCO,TYS,81.95,532
MCO,HRL,224.8,1016
MCO,AVL,80.25,488
MCO,ISP,168.58,971
MCO,AMA,239.19,1285
MCO,CRP,204.15,989
MCO,MAF,278.29,1271
MCO,HSV,81.96,535
MCO,BMI,90.18,936
MCO,TTN,103.98,896
MCO,PSM,108.26,1167
MCO,ACY,108.92,852
MCO,LBE,95.93,823
FLL,PHL,176.12,992
FLL,LAX,250.17,2343
FLL,SAN,218.39,2269
FLL,SFO,299,2584
FLL,AUS,190.86,1105
FLL,BOS,213.55,1237
FLL,ORD,197.66,1182
FLL,LGA,208.76,1076
FLL,CLT,288.53,632
FLL,TPA,148.56,197
FLL,DFW,225.98,1119
FLL,LAS,182.4,2173
FLL,MCI,213.06,1242
FLL,MCO,104.21,177
FLL,MSY,145.41,674
FLL,PHX,249.64,1972
FLL,MEM,113.89,851
FLL,MHT,218.98,1262
FLL,SJU,177.57,1046
FLL,SLC,240.82,2084
FLL,MSP,245.39,1487
FLL,SAT,182.1,1145
FLL,CLE,157.6,1062
FLL,DEN,222.46,1703
FLL,SEA,285.06,2717
FLL,RDU,164.56,680
FLL,SMF,349.62,2549
FLL,DTW,213.57,1127
FLL,PIT,148.36,994
FLL,PVD,198.77,1188
FLL,ATL,169.26,581
FLL,BNA,170.2,793
FLL,DCA,201.53,899
FLL,STL,222.97,1057
FLL,ABQ,251.44,1688
FLL,BOI,314.6,2352
FLL,JFK,229.29,1069
FLL,BWI,165.12,925
FLL,EWR,210,1065
FLL,JAX,130.92,319
FLL,CMH,163.78,973
FLL,OMA,217.06,1383
FLL,PDX,283,2694
FLL,DSM,249,1315
FLL,GEG,215.3,2511
FLL,HDN,321.28,1843
FLL,IND,161.89,1005
FLL,MKE,195.54,1243
FLL,FAT,338.29,2432
FLL,IAH,218.52,966
FLL,SJC,285.39,2557
FLL,SNA,290.14,2311
FLL,RNO,304.21,2461
FLL,OAK,245.91,2576
FLL,ONT,265.12,2297
FLL,RIC,169.99,805
FLL,SDF,114.56,895
FLL,PWM,173.54,1332
FLL,BDL,173.39,1173
FLL,TUL,256.4,1162
FLL,ORF,101.02,781
FLL,TUS,313.13,1902
FLL,IAD,193,901
FLL,CVG,187.67,932
FLL,GSP,92.45,620
FLL,STT,121.98,1107
FLL,STX,158.54,1140
FLL,SYR,173.46,1197
FLL,BUF,179.73,1166
FLL,EGE,383.76,1805
FLL,ICT,199.34,1288
FLL,LBB,259.31,1399
FLL,BZN,367.19,2183
FLL,ALB,194.9,1204
FLL,CHS,141.48,470
FLL,GSO,77,691
FLL,OKC,250.99,1218
FLL,LEX,103.67,865
FLL,HOU,194.54,957
FLL,CRW,79.41,852
FLL,FNT,107.52,1182
FLL,BHM,212.53,650
FLL,DAL,200.61,1108
FLL,MDW,189.05,1167
FLL,EVV,266.76,931
FLL,GRR,138.83,1198
FLL,CHA,173.4,687
FLL,ROC,163.71,1183
FLL,CAK,98.56,1026
FLL,MYR,95.88,529
FLL,ELP,240.58,1633
FLL,BTV,200.86,1327
FLL,BUR,253.05,2341
FLL,LGB,225.31,2327
FLL,BQN,124.95,982
FLL,HPN,245.62,1097
FLL,ORH,193.84,1211
FLL,SWF,218.97,1118
FLL,ABE,98.39,1041
FLL,TYS,106.76,708
FLL,AVL,111.94,660
FLL,ISP,202.24,1092
FLL,AMA,284.9,1426
FLL,CRP,275.78,1076
FLL,MAF,218.59,1392
FLL,TTN,111.6,1026
FLL,LCK,98.75,961
FLL,BLV,97.82,1028
FLL,EUG,294.48,2699
FLL,PBG,128.61,1334
FLL,USA,109.28,643
FLL,IAG,98.95,1176
FLL,ACY,104.41,977
FLL,LBE,91.35,980
MSY,PHL,254.45,1089
MSY,LAX,232.04,1670
MSY,SAN,233.45,1599
MSY,SFO,301.75,1911
MSY,AUS,162.4,444
MSY,BOS,199.48,1368
MSY,MIA,179.14,675
MSY,ORD,213.68,837
MSY,LGA,269.56,1183
MSY,CLT,270.94,651
MSY,TPA,151.91,488
MSY,DFW,200.18,447
MSY,LAS,176.33,1500
MSY,MCI,195.67,689
MSY,MCO,154.68,551
MSY,FLL,145.62,674
MSY,PHX,269.19,1300
MSY,RSW,256.51,570
MSY,MEM,202.84,348
MSY,MHT,225.26,1371
MSY,SJU,218.32,1720
MSY,SLC,286.27,1428
MSY,MSP,213.8,1039
MSY,SAT,161.95,494
MSY,CLE,99.52,917
MSY,DEN,199.94,1062
MSY,SEA,283.6,2086
MSY,RDU,136.07,779
MSY,SMF,270.58,1878
MSY,DTW,211.8,926
MSY,PIT,135.67,918
MSY,PVD,186.84,1326
MSY,ATL,184.46,425
MSY,BNA,201.16,471
MSY,DCA,213.36,969
MSY,STL,227.42,604
MSY,ABQ,245.77,1014
MSY,BOI,257.66,1706
MSY,JFK,268.17,1182
MSY,BWI,168.26,998
MSY,EWR,239.46,1167
MSY,JAX,176.44,514
MSY,CMH,146.78,806
MSY,OMA,316.63,841
MSY,PDX,226.67,2050
MSY,DSM,271.1,818
MSY,GEG,233.8,1892
MSY,IND,144.85,707
MSY,MKE,177.64,903
MSY,IAH,225.62,305
MSY,SJC,258.35,1884
MSY,SNA,277.81,1639
MSY,RNO,294.92,1792
MSY,OAK,257.5,1903
MSY,ONT,230.02,1624
MSY,RIC,245.4,906
MSY,SDF,226.03,620
MSY,PWM,192.68,1446
MSY,BDL,311.28,1279
MSY,TUL,207.23,538
MSY,ORF,219.96,940
MSY,TUS,226.11,1234
MSY,IAD,240.13,955
MSY,CVG,101.77,701
MSY,GSP,235.41,578
MSY,STT,151.06,1781
MSY,STX,357.21,1814
MSY,BUF,235.28,1097
MSY,ICT,296.53,669
MSY,LBB,237.26,725
MSY,ALB,301.22,1267
MSY,CHS,270.19,636
MSY,GSO,225.47,731
MSY,OKC,201.43,567
MSY,HOU,167.38,302
MSY,FNT,176.34,964
MSY,LIT,171.17,346
MSY,BHM,219.81,321
MSY,DAL,163.74,436
MSY,MDW,199.6,825
MSY,GRR,171.51,927
MSY,ROC,181.16,1142
MSY,ECP,103.58,268
MSY,PHF,224.35,933
MSY,ELP,229.27,965
MSY,BUR,279.61,1668
MSY,HRL,223.53,521
MSY,ISP,204,1218
MSY,AMA,264.06,758
MSY,CRP,216.99,465
MSY,MAF,271.09,721
MSY,PIE,68.48,481
MSY,SFB,74.45,551
MSY,LCK,83.69,794
MSY,USA,96.72,669
MSY,ACY,92.93,1103
MSY,SAF,170,998
PBI,PHL,258.71,951
PBI,LAX,261,2330
PBI,SAN,223.76,2257
PBI,AUS,215.34,1096
PBI,BOS,248.13,1197
PBI,ORD,265.63,1144
PBI,LGA,249.03,1035
PBI,CLT,331.84,590
PBI,DFW,324.83,1102
PBI,LAS,379.68,2158
PBI,MCI,142,1212
PBI,PHX,215.76,1960
PBI,MHT,155.8,1222
PBI,MSP,238.82,1451
PBI,CLE,171.34,1020
PBI,DEN,180.89,1679
PBI,RDU,99.18,638
PBI,SMF,169.43,2531
PBI,DTW,273.07,1086
PBI,PIT,155.62,952
PBI,PVD,206.12,1148
PBI,ATL,209.45,545
PBI,BNA,144,757
PBI,DCA,227.52,857
PBI,STL,176.6,1023
PBI,ABQ,230.44,1671
PBI,JFK,238.2,1028
PBI,BWI,207.55,883
PBI,EWR,259.3,1023
PBI,CMH,132.74,932
PBI,IND,180.04,967
PBI,MKE,190.72,1204
PBI,IAH,324.38,956
PBI,OAK,351.92,2559
PBI,RIC,180,763
PBI,PWM,161.29,1292
PBI,BDL,249.82,1133
PBI,IAD,130.18,859
PBI,GSP,139.88,580
PBI,SYR,228,1155
PBI,BUF,197.26,1123
PBI,ALB,220.85,1163
PBI,HOU,212.84,948
PBI,FNT,101.73,1141
PBI,DAL,284.94,1091
PBI,MDW,238.55,1128
PBI,ROC,229.48,1141
PBI,BTV,210.98,1286
PBI,HPN,301.45,1056
PBI,ISP,200.68,1052
PBI,TTN,110.09,985
PBI,ACY,113.69,936
PHX,PHL,320.32,2075
PHX,LAX,163.53,370
PHX,SAN,179,304
PHX,SFO,206.18,651
PHX,AUS,213.48,872
PHX,BOS,308.66,2300
PHX,MIA,321.88,1972
PHX,ORD,258.28,1440
PHX,LGA,236.26,2149
PHX,CLT,378,1773
PHX,TPA,276.42,1788
PHX,DFW,257.5,868
PHX,LAS,160.94,255
PHX,MCI,222.75,1044
PHX,MCO,250.58,1849
PHX,FLL,249.75,1972
PHX,MSY,267.2,1300
PHX,PBI,169.08,1960
PHX,RSW,167.08,1868
PHX,MEM,244.42,1264
PHX,MHT,284.76,2280
PHX,SJU,309.05,3016
PHX,SLC,199.61,507
PHX,MSP,211.22,1276
PHX,SAT,207.14,843
PHX,CLE,205.1,1737
PHX,DEN,176.17,602
PHX,SEA,215.36,1107
PHX,RDU,272.66,1891
PHX,SMF,197.44,647
PHX,DTW,282.89,1671
PHX,PIT,272.84,1814
PHX,PVD,250.16,2277
PHX,ATL,291.79,1587
PHX,BNA,274.22,1449
PHX,DCA,349.54,1979
PHX,STL,248.05,1262
PHX,ABQ,157.73,328
PHX,BOI,171.65,735
PHX,JFK,308.17,2153
PHX,KOA,409.93,2860
PHX,BWI,303.64,1999
PHX,EWR,319.64,2133
PHX,JAX,316.89,1786
PHX,CMH,282.88,1670
PHX,OMA,213.99,1037
PHX,PDX,209.46,1009
PHX,COS,96.6,551
PHX,DSM,224.46,1150
PHX,GEG,210.92,1020
PHX,IND,264.31,1488
PHX,MKE,243.08,1460
PHX,FAT,185.96,493
PHX,HNL,412.49,2917
PHX,LIH,396.27,2979
PHX,IAH,308.43,1009
PHX,SJC,209.86,621
PHX,SNA,191.39,338
PHX,OGG,413.76,2845
PHX,RNO,200.06,601
PHX,OAK,189.11,646
PHX,ONT,171.83,325
PHX,PSP,171.89,261
PHX,RIC,242.64,1965
PHX,SDF,259.45,1506
PHX,PWM,339.64,2339
PHX,BDL,303.28,2213
PHX,TUL,248.94,935
PHX,ORF,150.76,2029
PHX,TUS,321.71,110
PHX,IAD,329.04,1956
PHX,CVG,165.51,1569
PHX,GSP,191.45,1704
PHX,SYR,351.12,2045
PHX,BUF,291.42,1912
PHX,ICT,183.96,870
PHX,LBB,201.22,588
PHX,ANC,297.03,2552
PHX,KTN,403.75,1787
PHX,PSG,519.62,1894
PHX,SIT,395.93,1968
PHX,OME,535.34,3090
PHX,ALB,298.2,2159
PHX,CHS,325.18,1846
PHX,OKC,240.04,833
PHX,HOU,244.57,1020
PHX,LIT,197.15,1136
PHX,BHM,282.21,1455
PHX,DAL,207.67,879
PHX,MDW,218.37,1444
PHX,GRR,207.83,1574
PHX,MSN,129.89,1396
PHX,ROC,326.12,1967
PHX,ECP,273.32,1551
PHX,ELP,146.44,347
PHX,BTV,332.26,2203
PHX,BUR,155.69,369
PHX,YAK,81,2199
PHX,LGB,89.67,355
PHX,HRL,255.18,993
PHX,ISP,248.19,2189
PHX,AMA,228.45,602
PHX,CRP,165.6,947
PHX,MAF,187.33,581
PHX,TTN,118.84,2098
PHX,GST,468.74,2046
RSW,PHL,235.91,993
RSW,LAX,294.25,2238
RSW,SAN,284.04,2164
RSW,SFO,338.51,2481
RSW,AUS,216.64,1001
RSW,BOS,252.71,1249
RSW,ORD,239.73,1120
RSW,LGA,248.81,1080
RSW,CLT,267.51,600
RSW,DFW,313,1017
RSW,LAS,169.36,2070
RSW,MCI,197.55,1155
RSW,MSY,206.33,570
RSW,PHX,160.34,1868
RSW,MHT,207.69,1271
RSW,SLC,111.6,1985
RSW,MSP,251.01,1416
RSW,SAT,182.75,1041
RSW,CLE,151.27,1025
RSW,DEN,215.25,1607
RSW,SEA,184,2623
RSW,RDU,107.83,667
RSW,DTW,254.26,1084
RSW,PIT,184.97,966
RSW,PVD,186.06,1200
RSW,ATL,218.75,515
RSW,BNA,147.67,722
RSW,DCA,221.34,892
RSW,STL,198.71,979
RSW,ABQ,222.09,1584
RSW,JFK,251.02,1074
RSW,BWI,195.14,919
RSW,EWR,255.77,1068
RSW,CMH,179.39,930
RSW,OMA,114.68,1299
RSW,PDX,257.15,2598
RSW,COS,97.23,1575
RSW,DSM,295.19,1236
RSW,IND,190.96,945
RSW,MKE,192.14,1183
RSW,IAH,305.02,861
RSW,SNA,311.37,2206
RSW,RNO,412.45,2359
RSW,OAK,267.88,2473
RSW,RIC,158.87,799
RSW,SDF,156.64,835
RSW,PWM,112.24,1343
RSW,BDL,201.4,1180
RSW,TUL,432,1066
RSW,ORF,334,785
RSW,TUS,247.18,1797
RSW,IAD,135.12,891
RSW,CVG,198.11,879
RSW,SYR,93.28,1186
RSW,BUF,173.1,1144
RSW,ALB,231.32,1205
RSW,CHS,288,450
RSW,OKC,283.21,1119
RSW,HOU,176.75,853
RSW,FNT,218.32,1138
RSW,DAL,243.45,1005
RSW,MDW,213.55,1105
RSW,GRR,168.97,1147
RSW,MSN,224.83,1222
RSW,ROC,210.58,1166
RSW,CAK,112.78,991
RSW,HPN,304.39,1102
RSW,ISP,125.91,1101
RSW,TTN,104.16,1028
RSW,ACY,108.56,982
RSW,LBE,91.06,956
MEM,PHL,86.55,875
MEM,LAX,220.87,1619
MEM,SAN,254.33,1567
MEM,SFO,148.89,1807
MEM,AUS,112.2,559
MEM,BOS,222.88,1139
